n_rpm,fz_mm,ap_mm,ae_mm,vib_x_mean_abs,vib_x_std,vib_x_rms,vib_x_peak,vib_y_mean_abs,vib_y_std,vib_y_rms,vib_y_peak,vib_z_mean_abs,vib_z_std,vib_z_rms,vib_z_peak,Ra_um,harm_1,harm_2,harm_3,harm_4,harm_5,harm_6,harm_7,harm_8
2779.55,0.0452,1.301,3.962,0.079346,0.090143,0.090149,0.161241,0.053496,0.063199,0.063208,0.124829,0.031253,0.036075,0.036082,0.067279,0.4082,0.411693,0.182611,0.098918,0.068575,0.049851,0.040772,0.027614,0.024546
1514.38,0.0366,2.883,4.645,0.15446,0.173638,0.173639,0.291689,0.10246,0.12185,0.121853,0.252073,0.063345,0.070145,0.070151,0.116176,0.5713,0.655942,0.248177,0.152053,0.103838,0.073495,0.059053,0.044142,0.034379
1156.8,0.0594,1.762,7.551,0.181257,0.21749,0.217688,0.445119,0.136414,0.156802,0.156806,0.307466,0.077729,0.087994,0.088055,0.155313,1.068,1.097861,0.469186,0.247148,0.154705,0.126594,0.097401,0.076289,0.064665
1715.69,0.092,0.785,1.308,0.05339,0.062743,0.062749,0.105925,0.038386,0.044229,0.044257,0.081096,0.022238,0.025576,0.02559,0.049509,0.5412,0.614374,0.229393,0.11515,0.083206,0.059138,0.045361,0.031743,0.029021
1729.65,0.0695,2.184,4.841,0.23465,0.257495,0.257518,0.379502,0.153103,0.177985,0.178083,0.318912,0.07862,0.101612,0.101619,0.191613,1.0163,1.10318,0.415296,0.265152,0.173709,0.123912,0.095386,0.069762,0.057262
2052.14,0.1362,2.298,4.948,0.456504,0.536077,0.536169,1.092082,0.316183,0.37014,0.370308,0.673454,0.196246,0.214883,0.214911,0.311165,2.8059,3.280359,1.21731,0.682155,0.455936,0.333541,0.272917,0.194996,0.164165
2297.13,0.0478,0.575,5.928,0.042548,0.051206,0.051213,0.109633,0.03163,0.035688,0.035689,0.066965,0.016873,0.020653,0.020655,0.043236,0.2599,0.287487,0.106163,0.067443,0.036501,0.031876,0.022958,0.01942,0.015017
526.29,0.0275,2.141,3.934,0.075278,0.08656,0.08657,0.181689,0.054549,0.062048,0.062515,0.110667,0.02923,0.034961,0.035156,0.063466,0.3745,0.345394,0.153594,0.092696,0.056997,0.049011,0.030805,0.028053,0.019791
1441.72,0.0471,2.025,7.104,0.171908,0.19405,0.194203,0.323661,0.111787,0.136457,0.136546,0.265917,0.067196,0.077419,0.077477,0.147642,0.8012,0.900574,0.311438,0.201137,0.143069,0.100104,0.072926,0.059572,0.045031
2672.18,0.0384,1.717,3.767,0.086966,0.098009,0.098015,0.164138,0.06139,0.068633,0.068637,0.107606,0.032643,0.039269,0.039271,0.084917,0.3025,0.368543,0.124163,0.073301,0.056832,0.039933,0.032901,0.023646,0.020642
1203.31,0.0273,1.205,3.731,0.043273,0.048689,0.048689,0.077006,0.029461,0.034105,0.034105,0.065208,0.01599,0.019478,0.019478,0.038921,0.2194,0.251761,0.100567,0.055073,0.036926,0.024277,0.019618,0.016596,0.011656
609.95,0.1172,1.511,5.903,0.294023,0.330294,0.330343,0.561701,0.201318,0.230681,0.230707,0.415058,0.107492,0.131463,0.131472,0.283516,2.1049,2.270649,0.840375,0.490171,0.322971,0.216904,0.180586,0.142504,0.121195
966.61,0.1211,2.202,7.512,0.483967,0.571799,0.572004,1.151542,0.341829,0.398067,0.398497,0.771029,0.194496,0.225291,0.225667,0.437672,2.8352,3.306216,1.128519,0.646689,0.426075,0.310368,0.226426,0.195856,0.160859
1622.02,0.0722,1.611,1.916,0.109069,0.123318,0.123325,0.221941,0.077253,0.08653,0.086539,0.131383,0.043148,0.049748,0.049748,0.095448,0.6166,0.710713,0.259211,0.145482,0.097361,0.078392,0.056569,0.045031,0.034542
2876.87,0.1152,1.248,4.65,0.211164,0.237335,0.237339,0.419651,0.148948,0.166926,0.166936,0.249836,0.078281,0.095244,0.095249,0.184082,1.2879,1.419913,0.538181,0.309139,0.206508,0.161439,0.119675,0.10485,0.071664
2069.72,0.1348,1.656,4.526,0.33519,0.364253,0.364292,0.537765,0.220437,0.255872,0.255884,0.452422,0.127714,0.144383,0.144415,0.277103,1.9308,2.244489,0.770713,0.444147,0.312777,0.225801,0.164128,0.142674,0.106438
2139.64,0.1315,1.603,1.084,0.147503,0.168402,0.168412,0.309668,0.103621,0.11791,0.117914,0.213888,0.060923,0.067575,0.067588,0.118235,1.0312,1.087538,0.431033,0.244614,0.182897,0.120587,0.086471,0.078681,0.056552
1030.35,0.1205,0.968,3.365,0.141291,0.164351,0.164377,0.303804,0.094809,0.114214,0.114249,0.201723,0.05573,0.06631,0.06631,0.118519,1.3516,1.630441,0.535555,0.291027,0.20326,0.153272,0.096605,0.094126,0.069977
936.88,0.0244,0.538,2.189,0.012912,0.014867,0.014872,0.025327,0.009471,0.010531,0.01054,0.017533,0.005277,0.005894,0.005894,0.011395,0.1,0.124346,0.045022,0.022893,0.014781,0.010826,0.007669,0.00699,0.005065
2379.73,0.0921,1.001,4.549,0.128993,0.151476,0.151476,0.299772,0.09356,0.106026,0.106026,0.179994,0.049348,0.059676,0.059684,0.129458,0.9754,0.983272,0.379021,0.222276,0.165832,0.11267,0.091179,0.073792,0.056685
1899.73,0.102,1.876,6.062,0.327689,0.362276,0.362278,0.664538,0.222194,0.254957,0.254991,0.504445,0.123013,0.143666,0.143734,0.224378,1.5675,1.551113,0.577997,0.37653,0.264013,0.198253,0.156432,0.120376,0.100406
747.62,0.0354,0.76,1.224,0.019149,0.022852,0.022852,0.046529,0.013459,0.015996,0.015996,0.025074,0.007526,0.009144,0.009144,0.016384,0.1423,0.154106,0.064472,0.033076,0.020237,0.014076,0.010669,0.010564,0.007703
2953.07,0.0796,0.85,5.875,0.113905,0.125214,0.125236,0.203018,0.076608,0.088292,0.088297,0.157133,0.045469,0.049998,0.050009,0.089339,0.6602,0.738611,0.308652,0.152757,0.105677,0.074381,0.064259,0.046492,0.038755
874.59,0.1,2.239,2.736,0.252925,0.283248,0.28339,0.482303,0.171783,0.197259,0.19739,0.324582,0.102515,0.113674,0.113722,0.19405,1.6946,1.682566,0.736551,0.38199,0.268189,0.177799,0.146848,0.107016,0.079954
2543.52,0.1364,0.893,7.113,0.205816,0.249346,0.249346,0.46807,0.159601,0.174434,0.174435,0.276512,0.082704,0.09963,0.09963,0.174298,1.405,1.687322,0.60226,0.33295,0.228821,0.180748,0.143956,0.095591,0.087516
790.36,0.0725,2.562,3.875,0.256359,0.278889,0.279173,0.488519,0.16408,0.195132,0.19526,0.381281,0.093376,0.111457,0.111512,0.207526,1.3868,1.578258,0.51273,0.328432,0.205441,0.152446,0.118903,0.103621,0.080942
1891.89,0.0508,1.093,2.173,0.056246,0.062739,0.062748,0.101614,0.038834,0.044157,0.044163,0.075965,0.022077,0.024939,0.02494,0.042202,0.3115,0.34115,0.137935,0.080285,0.049486,0.034269,0.02586,0.02293,0.017543
1560.93,0.0382,0.859,2.421,0.035348,0.039488,0.039504,0.063592,0.023565,0.027134,0.027134,0.04925,0.013302,0.015704,0.015711,0.025731,0.2211,0.234423,0.089966,0.055443,0.03515,0.025635,0.020375,0.015507,0.013538
2933.31,0.1093,1.329,7.145,0.25369,0.296448,0.296448,0.570817,0.183348,0.207506,0.207506,0.349379,0.105686,0.118717,0.118743,0.234536,1.3455,1.337749,0.596166,0.303213,0.259154,0.163662,0.130962,0.107141,0.091727
1210.92,0.1407,2.01,4.586,0.385467,0.462659,0.462659,0.80807,0.28237,0.325908,0.325925,0.605483,0.166094,0.185302,0.185305,0.306372,2.7203,2.6193,1.098149,0.550862,0.40656,0.284923,0.224443,0.184774,0.134389
2102.27,0.0264,1.969,1.004,0.03382,0.039938,0.039938,0.085155,0.023843,0.027955,0.027955,0.05888,0.014493,0.015955,0.015955,0.028735,0.2028,0.215973,0.09561,0.049353,0.032145,0.025387,0.018094,0.015177,0.012767
753.64,0.065,1.102,5.242,0.108859,0.125499,0.125499,0.231847,0.079596,0.08785,0.08785,0.149061,0.042473,0.050463,0.050465,0.082413,0.7181,0.797071,0.2852,0.161521,0.106316,0.083043,0.061185,0.048175,0.042163
1473.79,0.0785,1.284,4.249,0.140323,0.160387,0.16039,0.284861,0.097389,0.111569,0.111584,0.206626,0.057226,0.063409,0.063424,0.106715,0.8761,0.999513,0.398879,0.202534,0.131841,0.094582,0.070633,0.065129,0.049102
751.72,0.0496,0.807,1.145,0.027687,0.032845,0.032845,0.062928,0.019096,0.023017,0.023017,0.046924,0.010715,0.013166,0.013166,0.026362,0.2905,0.284037,0.114705,0.063233,0.042812,0.03007,0.021717,0.020069,0.015396
2125.32,0.1452,0.54,6.647,0.13324,0.15531,0.155319,0.280115,0.088911,0.10824,0.108243,0.203808,0.053454,0.062104,0.062108,0.125442,1.4051,1.507771,0.580306,0.328117,0.199568,0.150541,0.112284,0.085171,0.076023
2840.29,0.1139,1.302,1.612,0.12441,0.144502,0.144503,0.271405,0.086432,0.101155,0.101155,0.184059,0.052115,0.057719,0.05772,0.088964,0.9003,1.026504,0.353326,0.224031,0.138912,0.097829,0.085965,0.064702,0.057296
1866.6,0.1303,2.293,4.563,0.426404,0.492747,0.492959,0.851452,0.30643,0.339483,0.339494,0.536841,0.171471,0.193957,0.193957,0.337666,2.4467,2.761683,1.004378,0.543215,0.408153,0.277458,0.227873,0.177173,0.152953
697.32,0.096,1.602,2.329,0.161123,0.181596,0.181938,0.344155,0.112987,0.128543,0.128588,0.22641,0.063848,0.072507,0.072593,0.127011,1.3137,1.440282,0.552373,0.290729,0.184987,0.154191,0.103745,0.088226,0.079265
2742.08,0.0934,2.795,3.3,0.324482,0.36367,0.363711,0.694966,0.212145,0.253484,0.253494,0.526534,0.128923,0.145907,0.145928,0.237595,1.7732,2.000385,0.754034,0.443425,0.303923,0.209716,0.15977,0.132265,0.103373
2362.46,0.0912,1.565,1.14,0.100846,0.116388,0.116398,0.211197,0.070895,0.082087,0.082093,0.164208,0.039059,0.046227,0.04624,0.093711,0.6314,0.663854,0.26292,0.159142,0.106468,0.083192,0.060894,0.042666,0.035213
871.23,0.0916,2.174,3.373,0.24575,0.284674,0.28468,0.543663,0.183195,0.198091,0.198144,0.317429,0.095601,0.111507,0.111588,0.196249,1.4134,1.607209,0.676706,0.366023,0.21248,0.150595,0.125061,0.103501,0.082251
2495.25,0.1143,2.796,1.277,0.240343,0.275784,0.275791,0.450333,0.169757,0.193299,0.193354,0.342095,0.092917,0.1103,0.110328,0.187383,1.342,1.479636,0.573194,0.297607,0.208667,0.164941,0.125386,0.103277,0.086752
2917.22,0.057,1.94,4.425,0.159514,0.17825,0.178251,0.350882,0.109327,0.124732,0.124751,0.23803,0.05743,0.070902,0.070903,0.14297,0.7,0.812741,0.292715,0.17058,0.126071,0.088167,0.064416,0.053388,0.041833
2436.42,0.091,2.342,1.103,0.151965,0.172565,0.172588,0.305768,0.10631,0.120229,0.120242,0.232824,0.0612,0.068605,0.06861,0.113852,0.9169,1.043919,0.356116,0.237192,0.156068,0.112883,0.084084,0.072264,0.049661
2343.76,0.0249,1.341,3.246,0.038625,0.045993,0.045996,0.081039,0.026728,0.032349,0.032352,0.057223,0.01653,0.018342,0.018345,0.032483,0.1794,0.203427,0.083971,0.046712,0.028739,0.024458,0.019238,0.014174,0.011393
1568.54,0.0238,2.752,7.909,0.113862,0.139963,0.139979,0.24409,0.079334,0.097402,0.097403,0.199242,0.050079,0.057108,0.057128,0.111403,0.4541,0.499978,0.207117,0.124537,0.085804,0.065331,0.04858,0.036381,0.03181
2124.52,0.1365,1.557,5.026,0.325472,0.367836,0.367885,0.633821,0.231191,0.255761,0.255767,0.398863,0.116052,0.145756,0.145759,0.268071,1.7575,1.989388,0.756701,0.425926,0.294059,0.193874,0.167087,0.126275,0.103887
2193.67,0.0314,0.651,1.424,0.015551,0.018612,0.01862,0.033181,0.010964,0.013161,0.013164,0.025324,0.006685,0.00746,0.007461,0.01354,0.1282,0.135883,0.05429,0.027198,0.02016,0.014547,0.012182,0.008993,0.006776
1043.57,0.1483,1.062,3.464,0.200662,0.224696,0.224701,0.410985,0.134272,0.157681,0.157682,0.301712,0.07563,0.0902,0.090201,0.173122,1.8789,2.019999,0.676361,0.389038,0.302673,0.195542,0.143937,0.129486,0.091228
1133.04,0.0363,0.723,1.684,0.022624,0.026191,0.026199,0.048927,0.01606,0.018286,0.018313,0.032752,0.008794,0.010451,0.010457,0.019494,0.1785,0.200899,0.069858,0.040864,0.025379,0.021981,0.01532,0.012296,0.00985
2478.05,0.0204,0.704,7.757,0.027967,0.030746,0.030755,0.045269,0.019716,0.021582,0.021583,0.035156,0.010834,0.012351,0.012351,0.022726,0.139,0.156561,0.05889,0.035347,0.023867,0.017334,0.012848,0.01136,0.008301
905.39,0.084,2.357,1.064,0.125721,0.156677,0.15668,0.307329,0.094301,0.109429,0.109429,0.226769,0.053128,0.062801,0.062803,0.107223,0.9099,1.033311,0.372599,0.237537,0.148875,0.092196,0.080686,0.061604,0.044232
1753.37,0.1439,2.159,7.434,0.568322,0.648789,0.648961,1.116193,0.406684,0.456082,0.456203,0.824144,0.230681,0.258882,0.258882,0.492299,2.4229,2.503744,0.966664,0.569974,0.381387,0.308997,0.235342,0.177571,0.150596
